id,tool,status,reason,cmd,expected_exit,actual_exit,expected_stdout,actual_stdout,stderr
99,icgrep,PASS,normal mode,icgrep -colors=never -v -i '[f]oo' data/one_match.txt,0,0,bar\nbaz\n,bar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdo\x01: No such file or directory\n"
100,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n '[f]oo' data/one_match.txt,0,0,2:bar\n3:baz\n,2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\ufffdl\x01: No such file or directory\n"
101,icgrep,PASS,count mode,icgrep -colors=never -c '[f]oo' data/one_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffdao\x01: No such file or directory\n"
102,icgrep,PASS,count mode,icgrep -colors=never -c -i '[f]oo' data/one_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffdho\x01: No such file or directory\n"
103,icgrep,PASS,count mode,icgrep -colors=never -c -v '[f]oo' data/one_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdm\x01: No such file or directory\n"
104,icgrep,PASS,count mode,icgrep -colors=never -c -v -i '[f]oo' data/one_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffddo\x01: No such file or directory\n"
105,icgrep,PASS,normal mode,icgrep -colors=never '[f]oo' data/many_match.txt,0,0,foo\nxfoo\nfoo\n,foo\nxfoo\nfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h]\ufffdn\x01: No such file or directory\n"
106,icgrep,PASS,line-number mode,icgrep -colors=never -n '[f]oo' data/many_match.txt,0,0,1:foo\n2:xfoo\n4:foo\n,1:foo\n2:xfoo\n4:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\u0771o\x01: No such file or directory\n"
107,icgrep,PASS,normal mode,icgrep -colors=never -i '[f]oo' data/many_match.txt,0,0,foo\nxfoo\nFOO\nfoo\n,foo\nxfoo\nFOO\nfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffd\ufffdo\x01: No such file or directory\n"
108,icgrep,PASS,line-number mode,icgrep -colors=never -i -n '[f]oo' data/many_match.txt,0,0,1:foo\n2:xfoo\n3:FOO\n4:foo\n,1:foo\n2:xfoo\n3:FOO\n4:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\ufffdm\x01: No such file or directory\n"
109,icgrep,PASS,normal mode,icgrep -colors=never -v '[f]oo' data/many_match.txt,0,0,FOO\n,FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h],k\x01: No such file or directory\n"
110,icgrep,PASS,line-number mode,icgrep -colors=never -v -n '[f]oo' data/many_match.txt,0,0,3:FOO\n,3:FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\ufffdo\x01: No such file or directory\n"
111,icgrep,PASS,normal mode,icgrep -colors=never -v -i '[f]oo' data/many_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdo\x01: No such file or directory\n"
112,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n '[f]oo' data/many_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\u074eo\x01: No such file or directory\n"
113,icgrep,PASS,count mode,icgrep -colors=never -c '[f]oo' data/many_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h]\ufffdm\x01: No such file or directory\n"
114,icgrep,PASS,count mode,icgrep -colors=never -c -i '[f]oo' data/many_match.txt,0,0,4\n,4\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffdqo\x01: No such file or directory\n"
115,icgrep,PASS,count mode,icgrep -colors=never -c -v '[f]oo' data/many_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\u0740o\x01: No such file or directory\n"
116,icgrep,PASS,count mode,icgrep -colors=never -c -v -i '[f]oo' data/many_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]ck\x01: No such file or directory\n"
117,icgrep,PASS,normal mode,icgrep -colors=never '[f]oo' data/unicode_content.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\x1dSo\x01: No such file or directory\n"
118,icgrep,PASS,line-number mode,icgrep -colors=never -n '[f]oo' data/unicode_content.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\x11k\x01: No such file or directory\n"
119,icgrep,PASS,normal mode,icgrep -colors=never -i '[f]oo' data/unicode_content.txt,0,0,FOO\n,FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd1o\x01: No such file or directory\n"
120,icgrep,PASS,line-number mode,icgrep -colors=never -i -n '[f]oo' data/unicode_content.txt,0,0,2:FOO\n,2:FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd?k\x01: No such file or directory\n"
121,icgrep,PASS,normal mode,icgrep -colors=never -v '[f]oo' data/unicode_content.txt,0,0,caf\xe9\nFOO\n\u5317\u4eac\nna\xefve\n123\n,caf\xe9\nFOO\n\u5317\u4eac\nna\xefve\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]=k\x01: No such file or directory\n"
122,icgrep,PASS,line-number mode,icgrep -colors=never -v -n '[f]oo' data/unicode_content.txt,0,0,1:caf\xe9\n2:FOO\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,1:caf\xe9\n2:FOO\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\x02k\x01: No such file or directory\n"
123,icgrep,PASS,normal mode,icgrep -colors=never -v -i '[f]oo' data/unicode_content.txt,0,0,caf\xe9\n\u5317\u4eac\nna\xefve\n123\n,caf\xe9\n\u5317\u4eac\nna\xefve\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdj\x01: No such file or directory\n"
124,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n '[f]oo' data/unicode_content.txt,0,0,1:caf\xe9\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,1:caf\xe9\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdm\x01: No such file or directory\n"
125,icgrep,PASS,count mode,icgrep -colors=never -c '[f]oo' data/unicode_content.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdm\x01: No such file or directory\n"
126,icgrep,PASS,count mode,icgrep -colors=never -c -i '[f]oo' data/unicode_content.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\x0co\x01: No such file or directory\n"
127,icgrep,PASS,count mode,icgrep -colors=never -c -v '[f]oo' data/unicode_content.txt,0,0,5\n,5\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdo\x01: No such file or directory\n"
128,icgrep,PASS,count mode,icgrep -colors=never -c -v -i '[f]oo' data/unicode_content.txt,0,0,4\n,4\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdo\x01: No such file or directory\n"
129,icgrep,FAIL,missing input path should return error,icgrep -colors=never '[f]oo' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\ufffdk\x01: No such file or directory\n"
130,icgrep,FAIL,missing input path should return error,icgrep -colors=never -i '[f]oo' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd!k\x01: No such file or directory\n"
131,icgrep,FAIL,missing input path should return error,icgrep -colors=never -v '[f]oo' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]$k\x01: No such file or directory\n"
132,icgrep,FAIL,missing input path should return error,icgrep -colors=never -v -i '[f]oo' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\x15m\x01: No such file or directory\n"
133,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c '[f]oo' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdk\x01: No such file or directory\n"
134,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -i '[f]oo' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdk\x01: No such file or directory\n"
135,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -v '[f]oo' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\ufffdm\x01: No such file or directory\n"
136,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -v -i '[f]oo' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\x1d\ufffdk\x01: No such file or directory\n"
137,icgrep,PASS,normal mode,icgrep -colors=never '[^0-9]' data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffd\ufffdk\x01: No such file or directory\n"
138,icgrep,PASS,line-number mode,icgrep -colors=never -n '[^0-9]' data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\x1d\ufffdk\x01: No such file or directory\n"
139,icgrep,PASS,normal mode,icgrep -colors=never -i '[^0-9]' data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\x1dXo\x01: No such file or directory\n"
140,icgrep,PASS,line-number mode,icgrep -colors=never -i -n '[^0-9]' data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\ufffdj\x01: No such file or directory\n"
141,icgrep,PASS,normal mode,icgrep -colors=never -v '[^0-9]' data/empty.txt,0,0,\n,\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffd\ufffdo\x01: No such file or directory\n"
142,icgrep,PASS,line-number mode,icgrep -colors=never -v -n '[^0-9]' data/empty.txt,0,0,1:\n,1:\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd#k\x01: No such file or directory\n"
143,icgrep,PASS,normal mode,icgrep -colors=never -v -i '[^0-9]' data/empty.txt,0,0,\n,\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdk\x01: No such file or directory\n"
144,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n '[^0-9]' data/empty.txt,0,0,1:\n,1:\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdk\x01: No such file or directory\n"
145,icgrep,PASS,count mode,icgrep -colors=never -c '[^0-9]' data/empty.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\x1dso\x01: No such file or directory\n"
146,icgrep,PASS,count mode,icgrep -colors=never -c -i '[^0-9]' data/empty.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\ufffdm\x01: No such file or directory\n"
147,icgrep,PASS,count mode,icgrep -colors=never -c -v '[^0-9]' data/empty.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\x1ao\x01: No such file or directory\n"
148,icgrep,PASS,count mode,icgrep -colors=never -c -v -i '[^0-9]' data/empty.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\ufffdn\x01: No such file or directory\n"
149,icgrep,PASS,normal mode,icgrep -colors=never '[^0-9]' data/no_match.txt,0,0,zzz\nYYY\n,zzz\nYYY\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\u0760k\x01: No such file or directory\n"
150,icgrep,PASS,line-number mode,icgrep -colors=never -n '[^0-9]' data/no_match.txt,0,0,1:zzz\n2:YYY\n,1:zzz\n2:YYY\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffdam\x01: No such file or directory\n"
151,icgrep,PASS,normal mode,icgrep -colors=never -i '[^0-9]' data/no_match.txt,0,0,zzz\nYYY\n,zzz\nYYY\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffd\ufffdm\x01: No such file or directory\n"
152,icgrep,PASS,line-number mode,icgrep -colors=never -i -n '[^0-9]' data/no_match.txt,0,0,1:zzz\n2:YYY\n,1:zzz\n2:YYY\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\x18m\x01: No such file or directory\n"
153,icgrep,PASS,normal mode,icgrep -colors=never -v '[^0-9]' data/no_match.txt,0,0,123\n,123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffd\ufffdj\x01: No such file or directory\n"
154,icgrep,PASS,line-number mode,icgrep -colors=never -v -n '[^0-9]' data/no_match.txt,0,0,3:123\n,3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\ufffdm\x01: No such file or directory\n"
155,icgrep,PASS,normal mode,icgrep -colors=never -v -i '[^0-9]' data/no_match.txt,0,0,123\n,123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\ufffdk\x01: No such file or directory\n"
156,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n '[^0-9]' data/no_match.txt,0,0,3:123\n,3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\ufffdk\x01: No such file or directory\n"
157,icgrep,PASS,count mode,icgrep -colors=never -c '[^0-9]' data/no_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\x1d\x14o\x01: No such file or directory\n"
158,icgrep,PASS,count mode,icgrep -colors=never -c -i '[^0-9]' data/no_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]&m\x01: No such file or directory\n"
159,icgrep,PASS,count mode,icgrep -colors=never -c -v '[^0-9]' data/no_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffdho\x01: No such file or directory\n"
160,icgrep,PASS,count mode,icgrep -colors=never -c -v -i '[^0-9]' data/no_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\u077bo\x01: No such file or directory\n"
161,icgrep,PASS,normal mode,icgrep -colors=never '[^0-9]' data/one_match.txt,0,0,foo\nbar\nbaz\n,foo\nbar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffdWk\x01: No such file or directory\n"
162,icgrep,PASS,line-number mode,icgrep -colors=never -n '[^0-9]' data/one_match.txt,0,0,1:foo\n2:bar\n3:baz\n,1:foo\n2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\u0769o\x01: No such file or directory\n"
163,icgrep,PASS,normal mode,icgrep -colors=never -i '[^0-9]' data/one_match.txt,0,0,foo\nbar\nbaz\n,foo\nbar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffd\ufffdm\x01: No such file or directory\n"
164,icgrep,PASS,line-number mode,icgrep -colors=never -i -n '[^0-9]' data/one_match.txt,0,0,1:foo\n2:bar\n3:baz\n,1:foo\n2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1dtm\x01: No such file or directory\n"
165,icgrep,PASS,normal mode,icgrep -colors=never -v '[^0-9]' data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\x1d\ufffdo\x01: No such file or directory\n"
166,icgrep,PASS,line-number mode,icgrep -colors=never -v -n '[^0-9]' data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]Rk\x01: No such file or directory\n"
167,icgrep,PASS,normal mode,icgrep -colors=never -v -i '[^0-9]' data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd3o\x01: No such file or directory\n"
168,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n '[^0-9]' data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdk\x01: No such file or directory\n"
